.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
33.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
2.9,8.0
2.9,8.0
2.5,8.0
2.4,8.0
1.7,8.0
1.3,8.0
1.3,8.0
0.8,8.0
0.8,8.0
0.2,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.3,8.0
0.7,8.0
0.7,8.0
1.3,8.0
1.5,8.0
1.7,8.0
2.1,8.0
2.6,8.0
2.6,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
2.6,8.0
2.4,8.0
1.8,8.0
1.8,8.0
1.4,8.0
1.1,8.0
0.5,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.3,8.0
1.3,8.0
2.1,8.0
2.1,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.3,8.0
3.2,8.0
2.8,8.0
2.4,8.0
1.9,8.0
1.7,8.0
1.5,8.0
1.5,8.0
1.2,8.0
0.0,8.0
0.0,8.0
0.3,8.0
0.8,8.0
1.6,8.0
1.6,8.0
1.6,8.0
3.3,8.0
3.3,8.0
0.5,8.0
0.0,8.0
1.6,8.0
2.9,8.0
3.3,8.0
0.2,8.0
0.0,8.0
0.0,8.0
2.5,8.0
3.3,8.0
2.1,8.0
0.0,8.0
0.0,8.0
2.7,8.0
3.3,8.0
3.3,8.0
0.0,8.0
0.0,8.0
1.2,8.0
2.8,8.0
3.3,8.0
3.0,8.0
0.5,8.0
0.0,8.0
0.0,8.0
2.7,8.0
3.3,8.0
2.3,8.0
0.9,8.0
0.0,8.0
1.5,8.0
3.0,8.0
3.3,8.0
1.4,8.0
0.9,8.0
0.0,8.0
0.0,8.0
1.0,8.0
3.3,8.0
3.3,8.0
1.3,8.0
0.9,8.0
0.0,8.0
1.9,8.0
3.3,8.0
3.3,8.0
2.9,8.0
1.1,8.0
0.0,8.0
0.0,8.0
1.6,8.0
3.0,8.0
3.3,8.0
3.3,8.0
1.1,8.0
0.0,8.0
0.0,8.0
2.1,8.0
3.3,8.0
3.3,8.0
1.7,8.0
0.0,8.0
0.0,8.0
1.3,8.0
2.9,8.0
3.3,8.0
2.5,8.0
1.1,8.0
0.0,8.0
0.0,8.0
0.0,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
1.7,8.0
3.3,8.0
3.3,8.0
2.8,8.0
2.7,8.0
1.4,8.0
0.4,8.0
0.0,8.0
0.0,8.0
1.8,8.0
2.3,8.0
3.1,8.0
3.3,8.0
1.5,8.0
0.8,8.0
0.2,8.0
2.2,8.0
2.8,8.0
3.2,8.0
3.3,8.0
3.3,8.0
3.3,8.0
2.9,8.0
2.3,8.0
1.9,8.0
1.7,8.0
1.5,8.0
1.1,8.0
0.9,8.0
0.7,8.0
0.4,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.0,8.0
0.1,8.0
0.2,8.0
0.3,8.0
0.3,8.0
0.4,8.0
0.6,8.0
0.8,8.0
0.9,8.0
1.1,8.0
1.3,8.0
1.5,8.0
1.7,8.0
2.3,8.0
3.3,8.0
3.3,8.0
2.7,8.0
0.0,8.0
0.0,8.0
2.0,8.0
3.3,8.0
3.3,8.0
3.3,8.0
2.3,8.0
2.3,8.0
1.7,8.0
1.7,8.0
1.7,8.0
2.2,8.0
2.2,8.0
2.2,8.0
2.2,8.0
2.2,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
2.0,8.0
